[High Premium Options List]
Symbol,Rank,Rank,Lot,Intrinsic,ltp,Strike_Price,Call_Ask1%,Call_Ask2%,Call_Ask3%,Put_Ask1%,Put_Ask2%,Put_Ask3%,Day_Range,Week_Range,Month_Range
IREDA,239,239,1,48.196,127.23,127,0.4,0.3,,0.6,0.3,,2.43,7.81,12.63
ALKEM,158,158,1,1116.264,5490.5,5500,0.4,0.4,,1.3,0.7000000000000001,,3.16,5.92,8.56
HAVELLS,124,124,1,138.35,1412.8,1410,0.4,0.1,,0.6,0.2,,2.06,5.82,9.57
IEX,500,500,1,14.063,125.72,126,0.4,0.5,,0.8,0.1,,2.35,8.87,14.23
SAMMAANCAP,463,463,1,275.018,154.63,155,0.4,5.800000000000001,,0.3,6.6000000000000005,,2.04,6.12,17.26
MOTHERSON,73,73,1,35.022,130.82,131,0.4,1,,0.7000000000000001,1.2,,2.57,7.37,11.89
MAZDOCK,119,119,1,220.89,2280.8,2280,0.4,0.1,,0.1,0.3,,2.9,7.93,14.56
GAIL,97,97,1,134.062,167.13,167,0.4,0.4,,0.3,0.2,,1.91,5.26,8.19
SHREECEM,115,115,1,6219.59,26550,26500,0.3,0.7000000000000001,,0.5,1.9,,2.25,5.08,7.36
SOLARINDS,87,87,1,565.321,13370,13400,0.3,0.2,,0.7000000000000001,0.3,,2.49,7.95,11.69
INDUSTOWER,82,82,1,143.571,472.2,470,0.3,0.3,,0.1,0.3,,2.13,6.15,10.58
GODREJCP,81,81,1,118.898,1222.9,1220,0.3,0.2,,0.5,0.1,,2.13,4.79,9.54
LTIM,68,68,1,799.109,4831.5,4850,0.3,0.4,,0.7000000000000001,0.4,,3.16,10.24,14.58
ADANIENSOL,88,88,1,194.438,1003.8,1000,0.3,0.2,,0.2,0.5,,2.96,10.24,15.28
DALBHARAT,220,220,1,943.13,2090.8,2100,0.3,0.7000000000000001,,1.9,0.5,,2.17,8.12,11.86
BANDHANBNK,277,277,1,153.395,173.65,172.5,0.3,0.4,,0.1,0.7000000000000001,,2.68,5.91,10.47
360ONE,206,206,1,231.141,1126.9,1120,0.3,0.2,,0.1,0.2,,2.67,9.36,12.26
SBILIFE,43,43,1,189.622,2109.6,2100,0.3,0.1,,0.1,0.2,,1.69,3.86,7.26
PAGEIND,232,232,1,1263.363,33070,33000,0.3,0.1,,0.2,0.4,,2.09,6.18,11.95
IOC,38,38,1,143.199,176.46,176,0.3,0.1,,0.7000000000000001,0.1,,1.76,5.97,8.47
NHPC,142,142,1,41.182,74.08,74,0.2,0.3,,0.1,0.6,,2.05,6.42,11.07
APLAPOLLO,173,173,1,165.874,2191.5,2200,0.2,0.2,,0.4,0.2,,2.2,6.09,8.38
SHRIRAMFIN,45,45,1,322.11,1064.7,1060,0.2,0.1,,0.3,0.1,,2.29,6.08,10.73
AUROPHARMA,156,156,1,603.395,1150.6,1150,0.2,0.1,,0.1,0.3,,3.6,7.16,10.44
MFSL,162,162,1,153.576,1870,1880,0.2,0.2,,1,0.2,,1.85,5.21,10.13
TATATECH,299,299,1,87.92,600.55,600,0.2,0.1,,0.1,0.5,,2.62,6.84,9.98
GLENMARK,182,182,1,339.566,2039.2,2040,0.2,0.2,,1.3,0.1,,2.1,5.53,10.38
OBEROIRLTY,186,186,1,460.41,1521.8,1520,0.2,0.3,,0.1,0.5,,2.25,6.89,12.28
DMART,36,36,1,351.86,3845.3,3850,0.2,0.1,,0.5,0.2,,1.89,5.56,10.86
NBCC,290,290,1,9.918,95.34,95,0.2,0.2,,0.3,0.5,,3,9.42,18.01
TORNTPOWER,135,135,1,373.253,1536.4,1540,0.2,0.3,,1.4000000000000001,0.3,,2.92,7.13,9.64
VOLTAS,196,196,1,191.311,1538.2,1540,0.2,0.1,,0.4,0.3,,2.16,6.91,11.71
SUPREMEIND,198,198,1,450.434,3940.6,3950,0.2,0.5,,1.6,0.8,,2.17,5.54,12.1
INDUSINDBK,146,146,1,835.417,919.75,920,0.2,0.1,,0.4,0.4,,2.46,6.33,9.75
ADANIGREEN,56,56,1,114.432,970.35,970,0.2,0.1,,0.2,0.1,,3.79,10.46,18.83
BAJAJHLDNG,77,77,1,6095.892,11501,11500,0.2,0,,0.1,0.2,,2.68,4.82,13.68
SWIGGY,131,131,1,42.192,321.1,320,0.1,0.4,,0.2,0.3,,2.95,9.43,18.24
LTF,140,140,1,105.455,299.65,300,0.1,0,,0.1,0.1,,2.67,8.16,11.79
FEDERALBNK,143,143,1,147.705,296.2,295,0.1,0,,0,0,,2.08,6.15,9.04
UNOMINDA,153,153,1,108.179,1196,1200,0.1,0.3,,0.8999999999999999,0.2,,2.32,7.27,14.44
RVNL,157,157,1,45.655,319.2,320,0.1,0,,0.1,0.4,,2.4,8.73,17.4
AUBANK,144,144,1,245.579,974.1,970,0.1,0.1,,0.1,0,,2.8,5.29,9.95
NMDC,150,150,1,36.917,78.91,79,0.1,0.3,,0.1,0.5,,2.77,8.17,10.42
PERSISTENT,134,134,1,497.651,4977.5,5000,0.1,0.1,,0.2,0.1,,4.71,10.56,17.79
OIL,136,136,1,345.697,473.75,475,0.1,0.2,,0.4,0.4,,2.97,9.82,11.63
POLICYBZR,152,152,1,147.566,1496,1500,0.1,0.2,,0.6,0.1,,3.02,7.85,15.43
JSWENERGY,126,126,1,166.968,486.4,485,0.1,1.3,,0.1,1.5,,2.82,6.3,13.09
DIXON,163,163,1,749.752,10599,10600,0.1,0.1,,0,0,,3.51,9.24,20.51
PREMIERENE,243,243,1,77.107,776.25,780,0.1,0.5,,0.6,0.7000000000000001,,2.73,10.85,16.96
HINDZINC,37,37,1,32.42,590.85,590,0.1,0.1,,0.1,0,,2.5,12.53,14.77
HINDUNILVR,10,10,1,207.383,2345.4,2340,0.1,0,,0,0.2,,2,4.54,8.93
PGEL,369,369,1,94.642,607.15,610,0.1,0.2,,0,0.6,,3.17,8.53,22.38
KFINTECH,365,365,1,84.984,1011.3,1020,0.1,0.1,,0.5,0.3,,3.94,7.42,12.15
SYNGENE,357,357,1,117.843,446.95,450,0.1,0.1,,0.8999999999999999,0.7000000000000001,,2.49,12.21,19.53
RBLBANK,337,337,1,263.842,320.9,320,0.1,0.2,,0.1,0,,2.9,6.63,11.6
KAYNES,292,292,1,715.496,3799.5,3800,0.1,0.1,,0.1,0.1,,3.67,9.37,30.79
MANAPPURAM,291,291,1,148.585,303.85,305,0.1,0.2,,0.1,0.8,,2.67,9.39,13.12
AMBER,282,282,1,1037.867,7770,7800,0.1,0.1,,0.4,0.1,,2.29,8.4,16.92
EXIDEIND,270,270,1,172.99,338.4,337.5,0.1,0.4,,0.1,0.4,,2.06,6,11.02
SONACOMS,251,251,1,91.918,536.05,535,0.1,0.1,,0.2,0.2,,2.18,6.56,11.06
CONCOR,223,223,1,167.904,507.05,505,0.1,0.6,,0,0.5,,1.6,6.35,9.6
IDFCFIRSTB,175,175,1,53.124,70.04,70,0.1,0,0.1,0.1,0.1,0.4,4.63,5.74,13.2
KALYANKJIL,215,215,1,51.669,402.15,400,0.1,0.1,,0,0.1,,3.03,12.62,23.72
COFORGE,212,212,1,205.667,1289,1280,0.1,0.1,,0,0.1,1.5,4.61,10.41,22.55
ASTRAL,211,211,1,140.62,1635.1,1640,0.1,0.2,,0.4,0.2,,2.17,6.31,9.83
KEI,207,207,1,647.651,4765.7,4750,0.1,0.2,,0.4,0.2,,2.94,7.86,12.23
PETRONET,204,204,1,140.783,306.45,307.5,0.1,0.1,,0.1,0.2,,2.35,6.02,7.0
TIINDIA,199,199,1,388.704,2539.6,2540,0.1,0.4,,0.8,0.5,,2.97,8.56,15.16
UPL,190,190,1,389.303,644.8,640,0.1,0.1,,0,0,,4.71,9.1,14.86
BHARATFORG,125,125,1,195.841,1832,1840,0.1,0.1,,0.2,0.1,,2.6,6.97,10.77
OFSS,179,179,1,794.018,6669.5,6700,0.1,0.3,,0.3,0.1,,2.81,8.77,14.9
PATANJALI,180,180,1,111.348,532.95,535,0.1,0.7000000000000001,,0.7000000000000001,0.4,,2.28,6.45,10.19
SUZLON,174,174,1,5.713,44.25,44,0.1,0.1,,0.1,0.7000000000000001,,2.3,8.11,17.46
LAURUSLABS,188,188,1,88.975,1017.05,1020,0.1,0.2,,0.6,0.1,,2.11,8.01,12.11
HUDCO,222,222,1,90.198,194.1,195,0.1,0.1,,0.3,0.2,,2.69,7.75,14.88
INFY,11,11,1,207.05925,1327.5,1320,0.1,0,0.3,0,0,0.1,3.8,9.49,12.94
PNB,62,62,1,129.58,130.27,130,0.1,0,,0,0,,2.82,7.81,9.34
PIDILITIND,61,61,1,93.848,1481,1480,0.1,0.4,,0.6,0.5,,1.53,3.78,7.06
BHEL,123,123,1,70.292,258.25,257.5,0.1,0.5,,0.1,0.5,,2.86,9.83,15.66
JINDALSTEL,84,84,1,488.235,1216.6,1220,0.1,0.2,,0.8999999999999999,0.2,,2.36,6.37,9.67
ASHOKLEY,83,83,1,21.478,210.76,210,0.1,0.1,,0.1,0.1,,2.48,6.13,10.07
ABB,80,80,1,369.849,5917.5,5900,0.1,0.2,,0.2,0.1,,3.93,7.39,9.61
NESTLEIND,34,34,1,22.996,1315.1,1320,0.1,0.1,,0.3,0.3,,1.81,4,7.03
UNIONBANK,60,60,1,171.659,197.78,197.5,0.1,0.1,,0.2,0.1,,3.1,7.52,9.86
ASIANPAINT,40,40,1,204.34,2429.7,2420,0.1,0.4,,0,0.1,,1.86,6.45,12.5
DIVISLAB,51,51,1,580.952,6293.5,6300,0.1,0.1,,0.3,0.2,,2.01,6.63,11.53
WIPRO,42,42,1,85.612,205.89,205,0.1,0.1,,0,0,0.7000000000000001,3.04,8.27,13.63
LICI,9,9,1,192.552,883.25,885,0.1,0.3,,0.8999999999999999,0.4,,1.82,5.29,7.67
BAJAJ-AUTO,29,29,1,1223.784,9905.5,9900,0.1,0.1,,0.2,0.1,,1.99,4.92,8.11
GRASIM,46,46,1,1468.673,2873.4,2880,0.1,0.1,,1.3,0.4,,2.06,4.75,7.67
INDIGO,47,47,1,223.364,4862.2,4850,0.1,0.1,,0.1,0.1,,1.66,5.32,12.32
TVSMOTOR,49,49,1,170.789,3829.1,3820,0.1,0.1,,0.7000000000000001,0.4,,1.99,4.88,9.17
CANBK,70,70,1,129.35,156.44,156,0.1,0.1,,0.1,0.3,,2.65,8.62,10.4
TRENT,66,66,1,171.62,4054.9,4050,0.1,0.1,,0.1,0,,2.29,7.56,15.03
TORNTPHARM,65,65,1,249.467,4307.6,4300,0.1,0,,0.3,0.1,,2.16,5.1,6.7
BRITANNIA,63,63,1,154.997,6122.5,6100,0.1,0.2,,0.1,0.1,,1.74,4.23,8.21
POLYCAB,89,89,1,745.354,7974,8000,0.1,0,,0.8,0.1,,2.04,6.81,10.11
IDEA,90,90,1,-7.613,10.98,11,0.1,0.1,,0.2,0.1,,2.76,9.1,21.08
TATASTEEL,33,33,1,76.221,208.14,208,0.1,0.2,,0,0,,2.5,6.51,10.07
JSWSTEEL,26,26,1,340.317,1240.5,1240,0.1,0.5,,0.2,0.4,,1.88,4.19,8.24
ABCAPITAL,122,122,1,123.042,346.2,345,0.1,0.2,,0.1,0.2,,2.65,7.11,10.7
DABUR,121,121,1,61.748,514.35,515,0.1,0.1,,0.3,0.3,,2.23,4.65,8.82
ZYDUSLIFE,120,120,1,251.492,907.95,910,0.1,0.1,,0.8,0.1,,1.57,4.4,8.23
RECLTD,118,118,1,317.1,352.2,352.5,0.1,0.1,,0.1,0.4,,2.4,7.89,10.4
ICICIPRULI,113,113,1,92.934,664.15,665,0.1,0.4,,0.8,0.3,,2.05,5.12,8.26
INDHOTEL,114,114,1,81.28,675.1,675,0.1,0.3,,0,0.4,,2.64,6.33,11.31
ICICIGI,112,112,1,346.008,1953.8,1960,0.1,0.3,,0.5,0.2,,1.69,5.08,8.2
LUPIN,110,110,1,429.868,2241.4,2240,0.1,0.2,,0.1,0.2,,1.89,4.51,6.77
MARICO,107,107,1,31.258,801.45,800,0.1,0.1,,0,0.1,,2.16,4.03,7.91
TATACONSUM,93,93,1,205.423,1171.8,1170,0.1,0.1,,0.1,0.1,,1.91,5.8,7.38
UNITDSPR,109,109,1,118.328,1416.9,1420,0.1,0.1,,0.7000000000000001,0.1,,1.95,4.53,8.05
GMRAIRPORT,103,103,1,-2.948,100.84,101,0.1,0.1,,0.2,0.1,,2.85,7.45,12.5
CIPLA,102,102,1,407.531,1326.5,1330,0.1,0.1,,0.5,0.1,,1.73,5.41,9.74
POWERINDIA,100,100,1,1028.231,24243,24250,0.1,0.2,,,0.8,,2.88,8.78,16.5
DRREDDY,99,99,1,447.25,1307.4,1310,0.1,0.3,,0.6,0.6,,1.59,5.28,8.0
JIOFIN,52,52,1,213.244,257.8,257.5,0.1,0.2,,0.1,0.3,,1.65,7.59,12.08
BAJAJFINSV,24,24,1,480.6,2051.6,2060,0.1,0.2,,0.2,0.1,,1.49,4,8.5
VBL,59,59,1,57.542,457.3,455,0.1,0.2,,0.1,0.3,,1.93,6.65,12.03
IRFC,64,64,1,43.36,111.89,112,0.1,0.1,,0.8,0.2,,1.85,6.61,12.48
ANGELONE,310,310,1,641.858,2491.3,2500,0,0.1,,0.8,0.1,,3.53,12.6,18.89
PNBHOUSING,316,316,1,690.287,837.25,840,0,0.5,,0.6,0.1,,2.58,7.96,15.69
NTPC,21,21,1,198.221,375.45,375,0,0,,0.1,0,,1.66,5.07,6.28
ADANIPORTS,22,22,1,310.464,1555.8,1560,0,0.1,,0.2,0,,2.51,7.31,9.5
ONGC,23,23,1,292.589,275.65,275.75,0,0.8,,0.1,0.4,,2.23,6.75,8.0
BEL,25,25,1,29.476,439.75,440,0,0,0.1,0,0.1,2.4,2.5,6.42,9.7
TITAN,20,20,1,144.377,4272.7,4280,0,0,,0.5,0.4,,1.57,5.24,9.46
BHARTIARTL,3,3,1,204.916,1997.3,2000,0,0,,0,0,,1.46,4.15,8.24
ULTRACEMCO,19,19,1,2448.889,12976,13000,0,0,,0.5,0.1,,1.64,4.3,6.35
TCS,6,6,1,313.727,2676.3,2680,0,0.1,,0.1,0.1,,2.64,7.87,11.37
SBIN,4,4,1,641.361,1227.8,1230,0,0,,0,0,,1.52,5.33,7.82
ICICIBANK,5,5,1,487.636,1399.4,1400,0,0,,0,0,,1.34,4.39,6.62
HINDPETRO,117,117,1,267.396,438.5,440,0,0.1,,0.3,0.3,,2.28,8.57,14.22
HINDALCO,44,44,1,607.505,916.2,920,0,0.1,,0.2,0.4,,2.84,8.48,10.49
HEROMOTOCO,98,98,1,1049.694,5488.5,5500,0,0.1,,0.6,0.1,,2.65,6.24,12.74
HDFCLIFE,55,55,1,81.65,742.45,740,0,0,,0,0.1,,1.93,4.81,8.02
HDFCBANK,2,2,1,367.081,923.6,925,0,0,,0.5,0,,1.65,5.11,7.12
HCLTECH,18,18,1,272.02612,1426.2,1420,0,0.1,,0.1,0.1,,3.03,8.48,11.96
ITC,17,17,1,56.707,325.4,325,0,0,,0,0,,1.93,5.41,10.4
BAJFINANCE,7,7,1,166.188,1031,1030,0,0,,0.1,0.4,,2.2,5.28,11.07
HAL,30,30,1,555.023,4025.4,4050,0,0,,0.3,0.4,,2.73,7.84,11.98
LT,8,8,1,736.989,4418.1,4420,0,0.1,,0.1,0.1,,1.81,5.04,8.24
MARUTI,12,12,1,3172.502,15072,15100,0,0.1,,0.5,0.2,,1.69,5.98,11.2
AXISBANK,13,13,1,666.704,1386.7,1390,0,0,,0.1,0,,1.88,5.37,7.63
KOTAKBANK,14,14,1,169.003,430.7,430,0,0,,0,0,,1.95,4.15,7.1
SUNPHARMA,15,15,1,324.462,1732.3,1730,0,0.1,,0,0.6,,1.12,4.33,8.63
POWERGRID,27,27,1,106.531,303.35,302.5,0,0.1,,0.1,0.1,,2.41,5.48,8.19
BPCL,54,54,1,219.838,372.1,370,0,0.1,,0.1,0.1,,2.15,6.66,9.38
CDSL,279,279,1,83.376,1334.3,1340,0,0.1,,0.2,0.1,,2.64,8.37,14.67
CUMMINSIND,75,75,1,284.807,4884.3,4900,0,0,,1.7999999999999998,0.1,,2.86,6.37,10.45
PAYTM,139,139,1,241.057,1173.7,1180,0,0.1,,0.1,0.4,,3.23,11.34,16.88
APOLLOHOSP,96,96,1,632.453,7693,7700,0,0,,0.1,0.1,,1.29,5.17,9.32
BSE,95,95,1,155.005,2725.3,2750,0,0.4,,0.7000000000000001,0.2,,3.33,10.09,17.93
CGPOWER,94,94,1,47.36,720.5,720,0,0,,0.1,0.1,,2.51,8.54,12.95
SIEMENS,91,91,1,371.813,3302.2,3300,0,0.1,,0.1,0.1,,3.58,6.49,10.16
YESBANK,159,159,1,15.751,20.89,21,0,0.1,,0.1,0.1,,1.57,6.39,10.55
TATAPOWER,86,86,1,118.481,379.25,380,0,0,,0.1,0.1,,2.26,5.77,8.58
AMBUJACEM,79,79,1,227.549,515.3,515,0,0.1,,0.1,0.8,,2.01,7.03,9.45
BIOCON,165,165,1,207.921,387.7,390,0,0,,0.1,0.2,,2.11,5.51,10.93
NATIONALUM,167,167,1,108.064,338.95,340,0,0.1,,0.1,0,,2.72,11.88,15.4
MCX,172,172,1,122.4,2396.2,2400,0,0,0.8,0,0.1,,3.71,13.24,14.2
TECHM,78,78,1,310.382,1440.9,1440,0,0.1,,0.2,0.1,,3.41,8.57,13.05
INDIANB,76,76,1,593.249,982.75,980,0,0,,0.4,0.1,,2.93,7.44,11.55
PFC,74,74,1,356.772,411.8,412.5,0,0.1,,0,0.1,,2.43,7.74,10.53
VEDL,31,31,1,102.928,681.25,680,0,0.1,,0.1,0.1,,2.52,9.18,12.01
COLPAL,176,176,1,58.171,2196,2200,0,0.1,,0.2,0.5,,1.92,4.64,7.95
TMPV,71,71,1,300.66,379.95,380,0,0,0.2,0.1,0.1,,2.26,5.83,
IRCTC,195,195,1,53.319,639.45,640,0,,,0,,,2.74,5.85,8.87
DLF,57,57,1,173.817,626.3,630,0,0,,0.6,0.1,,2.62,7.74,12.77
BDL,203,203,1,115.059,1275.6,1280,0,0.1,,0.2,0.1,,3.21,9.14,16.86
BANKBARODA,53,53,1,317.695,313.35,312.5,0,0.3,,0,0.2,,2.13,6.56,7.87
EICHERMOT,41,41,1,805.256,8038.5,8050,0,0.1,,0.8,0.1,,1.85,5.93,9.39
ETERNAL,39,39,1,33.193,268,270,0,0.1,,0.1,0,0.1,3.29,10.34,15.37
JUBLFOOD,242,242,1,34.438,536.1,535,0,0.7000000000000001,,0,0.7000000000000001,,2.11,6.78,12.15
ADANIENT,35,35,1,445.61,2191,2200,0,0,,0.5,0.1,,2.99,8.89,13.58
DELHIVERY,253,253,1,128.627,433.95,435,0,0.1,,0.1,0.3,,2.24,7.6,12.87
COALINDIA,32,32,1,171.077,426,425,0,0.1,,0,0,,2.11,6.25,7.61
LICHSGFIN,269,269,1,700.243,524.85,525,0,0.2,,0.1,0.6,,2.03,5.47,8.05
RELIANCE,1,1,1,648.12,1428,1430,0,0,,0,0,,1.82,6.04,8.88
M&M,16,16,1,741.994,3447.1,,,,,,,,2.01,6.07,11.0
IIFL,320,320,1,305.352,503.9,,,,,,,,4.08,12.27,16.14

[Calendar Swap Difference Options List]
Symbol,Rank,Rank,Lot,Intrinsic,ltp,Strike_Price,Call_Diff%,Put_Diff%,Day_Range,Week_Range,Month_Range
RVNL,157,157,1,45.655,319.2,320,-1.4000000000000001,-13.200000000000001,2.4,8.73,17.4
TATAPOWER,86,86,1,118.481,379.25,380,-2.3,-1.5,2.26,5.77,8.58
ITC,17,17,1,56.707,325.4,325,-2.3,-1.6,1.93,5.41,10.4
ASHOKLEY,83,83,1,21.478,210.76,210,-2.3,,2.48,6.13,10.07
IRFC,64,64,1,43.36,111.89,112,-2.4,,1.85,6.61,12.48
LUPIN,110,110,1,429.868,2241.4,2240,-2.6,,1.89,4.51,6.77
NTPC,21,21,1,198.221,375.45,375,-2.7,,1.66,5.07,6.28
KOTAKBANK,14,14,1,169.003,430.7,430,-2.8000000000000003,-1.5,1.95,4.15,7.1
HEROMOTOCO,98,98,1,1049.694,5488.5,5500,-2.8000000000000003,-1.7999999999999998,2.65,6.24,12.74
LTF,140,140,1,105.455,299.65,300,-2.9000000000000004,,2.67,8.16,11.79
CANBK,70,70,1,129.35,156.44,156,-2.9000000000000004,-2.1999999999999997,2.65,8.62,10.4
IEX,500,500,1,14.063,125.72,126,-2.9000000000000004,-1.6,2.35,8.87,14.23
TATASTEEL,33,33,1,76.221,208.14,208,-3,,2.5,6.51,10.07
BIOCON,165,165,1,207.921,387.7,390,-3.1,,2.11,5.51,10.93
CHOLAFIN,67,67,1,308.193,1689.8,1680,-3.2,,2.08,6.52,11.83
ADANIENT,35,35,1,445.61,2191,2200,-3.3000000000000003,,2.99,8.89,13.58
GLENMARK,182,182,1,339.566,2039.2,2040,-3.4000000000000004,,2.1,5.53,10.38
SUZLON,174,174,1,5.713,44.25,44,-3.5000000000000004,-2.8000000000000003,2.3,8.11,17.46
WIPRO,42,42,1,85.612,205.89,205,-3.5999999999999996,-4.3,3.04,8.27,13.63
RBLBANK,337,337,1,263.842,320.9,320,-4.2,-2.5,2.9,6.63,11.6
PNB,62,62,1,129.58,130.27,130,-4.2,-2.4,2.82,7.81,9.34
BEL,25,25,1,29.476,439.75,440,-4.2,-2.4,2.5,6.42,9.7
SWIGGY,131,131,1,42.192,321.1,320,-4.2,-5.6000000000000005,2.95,9.43,18.24
TMPV,71,71,1,300.66,379.95,380,-4.5,-2.4,2.26,5.83,
ADANIENSOL,88,88,1,194.438,1003.8,1000,-5.1,,2.96,10.24,15.28
INFY,11,11,1,207.05925,1327.5,1320,-5.5,-4.8,3.8,9.49,12.94
MCX,172,172,1,122.4,2396.2,2400,-6,,3.71,13.24,14.2
IDFCFIRSTB,175,175,1,53.124,70.04,70,-6.7,-5,4.63,5.74,13.2
RELIANCE,1,1,1,648.12,1428,1430,,,1.82,6.04,8.88
BHARTIARTL,3,3,1,204.916,1997.3,2000,,,1.46,4.15,8.24
SBIN,4,4,1,641.361,1227.8,1230,,,1.52,5.33,7.82
ICICIBANK,5,5,1,487.636,1399.4,1400,,,1.34,4.39,6.62
TCS,6,6,1,313.727,2676.3,2680,,,2.64,7.87,11.37
BAJFINANCE,7,7,1,166.188,1031,1030,,,2.2,5.28,11.07
LT,8,8,1,736.989,4418.1,4420,,,1.81,5.04,8.24
LICI,9,9,1,192.552,883.25,885,,,1.82,5.29,7.67
MARUTI,12,12,1,3172.502,15072,15100,,,1.69,5.98,11.2
AXISBANK,13,13,1,666.704,1386.7,1390,,,1.88,5.37,7.63
SUNPHARMA,15,15,1,324.462,1732.3,1730,,,1.12,4.33,8.63
M&M,16,16,1,741.994,3447.1,,,,2.01,6.07,11.0
ULTRACEMCO,19,19,1,2448.889,12976,13000,,,1.64,4.3,6.35
TITAN,20,20,1,144.377,4272.7,4280,,,1.57,5.24,9.46
ADANIPORTS,22,22,1,310.464,1555.8,1560,,,2.51,7.31,9.5
ONGC,23,23,1,292.589,275.65,275.75,,,2.23,6.75,8.0
BAJAJFINSV,24,24,1,480.6,2051.6,2060,,,1.49,4,8.5
JSWSTEEL,26,26,1,340.317,1240.5,1240,,,1.88,4.19,8.24
POWERGRID,27,27,1,106.531,303.35,302.5,,,2.41,5.48,8.19
BAJAJ-AUTO,29,29,1,1223.784,9905.5,9900,,,1.99,4.92,8.11
VEDL,31,31,1,102.928,681.25,680,,-3.1,2.52,9.18,12.01
COALINDIA,32,32,1,171.077,426,425,,,2.11,6.25,7.61
NESTLEIND,34,34,1,22.996,1315.1,1320,,,1.81,4,7.03
DMART,36,36,1,351.86,3845.3,3850,,,1.89,5.56,10.86
IOC,38,38,1,143.199,176.46,176,,,1.76,5.97,8.47
ETERNAL,39,39,1,33.193,268,270,,-4.6,3.29,10.34,15.37
ASIANPAINT,40,40,1,204.34,2429.7,2420,,,1.86,6.45,12.5
EICHERMOT,41,41,1,805.256,8038.5,8050,,,1.85,5.93,9.39
SBILIFE,43,43,1,189.622,2109.6,2100,,,1.69,3.86,7.26
SHRIRAMFIN,45,45,1,322.11,1064.7,1060,,,2.29,6.08,10.73
GRASIM,46,46,1,1468.673,2873.4,2880,,,2.06,4.75,7.67
INDIGO,47,47,1,223.364,4862.2,4850,,,1.66,5.32,12.32
TVSMOTOR,49,49,1,170.789,3829.1,3820,,,1.99,4.88,9.17
DIVISLAB,51,51,1,580.952,6293.5,6300,,,2.01,6.63,11.53
JIOFIN,52,52,1,213.244,257.8,257.5,,,1.65,7.59,12.08
BANKBARODA,53,53,1,317.695,313.35,312.5,,,2.13,6.56,7.87
BPCL,54,54,1,219.838,372.1,370,,-2.1999999999999997,2.15,6.66,9.38
ADANIGREEN,56,56,1,114.432,970.35,970,,,3.79,10.46,18.83
DLF,57,57,1,173.817,626.3,630,,,2.62,7.74,12.77
VBL,59,59,1,57.542,457.3,455,,,1.93,6.65,12.03
PIDILITIND,61,61,1,93.848,1481,1480,,,1.53,3.78,7.06
UNIONBANK,60,60,1,171.659,197.78,197.5,,,3.1,7.52,9.86
BRITANNIA,63,63,1,154.997,6122.5,6100,,,1.74,4.23,8.21
TORNTPHARM,65,65,1,249.467,4307.6,4300,,,2.16,5.1,6.7
TRENT,66,66,1,171.62,4054.9,4050,,,2.29,7.56,15.03
LTIM,68,68,1,799.109,4831.5,4850,,,3.16,10.24,14.58
MUTHOOTFIN,72,72,1,887.275,3473.2,3450,,,3.86,9.93,12.51
MOTHERSON,73,73,1,35.022,130.82,131,,,2.57,7.37,11.89
PFC,74,74,1,356.772,411.8,412.5,,,2.43,7.74,10.53
CUMMINSIND,75,75,1,284.807,4884.3,4900,,,2.86,6.37,10.45
INDIANB,76,76,1,593.249,982.75,980,,,2.93,7.44,11.55
TECHM,78,78,1,310.382,1440.9,1440,,,3.41,8.57,13.05
AMBUJACEM,79,79,1,227.549,515.3,515,,,2.01,7.03,9.45
BAJAJHLDNG,77,77,1,6095.892,11501,11500,,,2.68,4.82,13.68
GODREJCP,81,81,1,118.898,1222.9,1220,,,2.13,4.79,9.54
ABB,80,80,1,369.849,5917.5,5900,,,3.93,7.39,9.61
INDUSTOWER,82,82,1,143.571,472.2,470,,,2.13,6.15,10.58
JINDALSTEL,84,84,1,488.235,1216.6,1220,,,2.36,6.37,9.67
SOLARINDS,87,87,1,565.321,13370,13400,,,2.49,7.95,11.69
POLYCAB,89,89,1,745.354,7974,8000,,,2.04,6.81,10.11
IDEA,90,90,1,-7.613,10.98,11,,,2.76,9.1,21.08
SIEMENS,91,91,1,371.813,3302.2,3300,,,3.58,6.49,10.16
TATACONSUM,93,93,1,205.423,1171.8,1170,,,1.91,5.8,7.38
CGPOWER,94,94,1,47.36,720.5,720,,,2.51,8.54,12.95
BSE,95,95,1,155.005,2725.3,2750,,,3.33,10.09,17.93
APOLLOHOSP,96,96,1,632.453,7693,7700,,,1.29,5.17,9.32
GAIL,97,97,1,134.062,167.13,167,,,1.91,5.26,8.19
DRREDDY,99,99,1,447.25,1307.4,1310,,,1.59,5.28,8.0
POWERINDIA,100,100,1,1028.231,24243,24250,,,2.88,8.78,16.5
CIPLA,102,102,1,407.531,1326.5,1330,,,1.73,5.41,9.74
LODHA,101,101,1,213.103,1072.9,1070,,,2.82,9.16,14.37
GMRAIRPORT,103,103,1,-2.948,100.84,101,,,2.85,7.45,12.5
MAXHEALTH,105,105,1,102.713,1083.6,1080,,,2.14,5.86,12.51
BOSCHLTD,106,106,1,4752.635,35340,35250,,,1.96,5.37,9.63
UNITDSPR,109,109,1,118.328,1416.9,1420,,,1.95,4.53,8.05
MARICO,107,107,1,31.258,801.45,800,,,2.16,4.03,7.91
ICICIGI,112,112,1,346.008,1953.8,1960,,,1.69,5.08,8.2
